Batt_name,cycle,dateTime,amb_temp,sense_current_real,sense_current_img,battery_current_real,battery_current_img,current_ratio_real,current_ratio_img,battery_impedance_real,battery_impedance_img,re,rct
'B0005_10', 41, '2008-04-18 20:55:29', 24, 821.9317626953125, -60.499916076660156, 337.5492858886719, -36.7155876159668, 2.425793226815918, 0.08462322059285719, 0.22588618131676197, 0.17166248740583331, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 819.4171142578125, -59.57415008544922, 340.52899169921875, -36.2461051940918, 2.397762127278796, 0.08027330675695321, 0.23080785398562903, 0.13581757949465978, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 822.7410278320312, -61.60417556762695, 340.694091796875, -36.04493713378906, 2.4070838358567155, 0.07384633481283914, 0.23048306934158666, 0.09335292950733667, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 817.8121337890625, -60.69928741455078, 339.4906005859375, -36.08020782470703, 2.4008237875464316, 0.07635832552030465, 0.22243363411318076, 0.05098004955236859, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 821.7554321289062, -61.28196716308594, 339.87188720703125, -37.11532974243164, 2.408803081724936, 0.08274162870843879, 0.20746618828670563, 0.01388186694506969, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 820.817138671875, -39.47479248046875, 340.4727783203125, -28.23383903503418, 2.403899513400889, 0.08340320062408589, 0.18846706014956466, -0.015095042945706237, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 820.9354248046875, -40.66619110107422, 342.90472412109375, -26.529438018798828, 2.3889386448521934, 0.06623125028812707, 0.16886029616618473, -0.03542796444892727, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 819.74072265625, -41.37293243408203, 341.6620788574219, -25.276851654052734, 2.395122751006788, 0.0561028900264998, 0.151483626952876, -0.04821239603431546, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 816.2640991210938, -40.74105453491211, 345.3667297363281, -28.31777572631836, 2.35729499587209, 0.07531789903105467, 0.13813663408098975, -0.05523083460099729, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 817.0650634765625, -42.87799835205078, 346.35235595703125, -24.77811050415039, 2.3558566466314046, 0.044739634951528225, 0.12964609138324965, -0.05819158947514971, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 815.5166015625, -43.18157958984375, 346.900634765625, -26.924495697021484, 2.346391761273845, 0.05763562613141052, 0.126148349227185, -0.05829557382329723, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 814.2739868164062, 0.18182373046875, 351.74359130859375, -8.1881685256958, 2.3136988376076113, 0.05437705249823851, 0.12735138847177466, -0.05610535006743169, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 815.4984741210938, -0.9010772705078125, 349.1562194824219, -10.078207015991211, 2.3337564770297825, 0.06478190095951424, 0.1326751453222899, -0.05162568852241524, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 813.6250610351562, -1.0828914642333984, 351.5580749511719, -11.102794647216797, 2.3121315689241237, 0.06994073609685515, 0.1412843498723241, -0.04451496093482339, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 815.66259765625, -2.7490100860595703, 350.1111755371094, -6.740786552429199, 2.3290123757674954, 0.036989294035209945, 0.1520903702331764, -0.03436834660280317, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 813.731201171875, -1.1890010833740234, 351.1357116699219, -8.229142189025879, 2.3162336918443596, 0.050896604121615, 0.1638060775994828, -0.02101487590847917, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 812.0333251953125, -2.6843032836914062, 352.1480407714844, -9.085253715515137, 2.3046057234850794, 0.05183508727865957, 0.175099804688262, -0.004757344345149268, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 808.7103881835938, -14.217025756835938, 355.5722351074219, -11.16861343383789, 2.2734042148415234, 0.031424689540821664, 0.18483000323543242, 0.013515935186816253, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 808.4727172851562, -13.451398849487305, 356.09918212890625, -10.609188079833984, 2.269469251277527, 0.02983951610107741, 0.19228232063123876, 0.032385687556419566, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 808.0409545898438, -15.820539474487305, 354.7893981933594, -10.659418106079102, 2.2768073592423814, 0.02381385170385066, 0.19730834000585465, 0.05010155446231224, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 809.6506958007812, -17.16266632080078, 355.2906188964844, -8.060562133789062, 2.278763649865845, 0.0033928553219527025, 0.2002945062951636, 0.06485261808182359, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 808.6293334960938, -19.368024826049805, 356.7609558105469, -6.117104530334473, 2.2668502527899355, -0.015420591254498508, 0.20195543444054975, 0.07501913973966241, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 808.7212524414062, -36.92933654785156, 355.4635314941406, -17.273141860961914, 2.2747942621394275, 0.006649085594379495, 0.2030136897788318, 0.07934945527253931, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 808.9067993164062, -39.87031555175781, 355.7039489746094, -14.964251518249512, 2.2747907543993113, -0.016389400703431888, 0.20386977783240773, 0.07706437338910065, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 808.8504638671875, -41.96669387817383, 354.34698486328125, -12.212194442749023, 2.2840197239367948, -0.039717569217680465, 0.20437447292154437, 0.06793455842593878, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 808.8798828125, -46.79549026489258, 354.1158142089844, -7.199965476989746, 2.2859659508623538, -0.08566862342726718, 0.20379869137317705, 0.05237159255086688, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 809.5072021484375, -55.90579605102539, 354.07244873046875, 1.9120516777038574, 2.285356307656969, -0.17023497769835133, 0.20105705974120325, 0.0315156385083703, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 812.9937133789062, -68.78581237792969, 350.8409423828125, 15.526119232177734, 2.3040827005137157, -0.2980247242433185, 0.19516984464478415, 0.007224179676040203, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 823.5299072265625, -83.81416320800781, 341.2637634277344, 32.123172760009766, 2.3690678031212684, -0.46859981828018726, 0.1858407675559442, -0.01816723471027668, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 836.8112182617188, -99.05870056152344, 326.94140625, 48.64654541015625, 2.4599701247659795, -0.669012076054773, 0.1739287942388404, -0.04236247146746913, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 858.0252075195312, -113.99191284179688, 305.95782470703125, 64.28187561035156, 2.610863274645009, -0.921117482019037, 0.16160027379218425, -0.06375324942303996, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 880.2584838867188, -119.106689453125, 281.4107971191406, 77.85403442382812, 2.796857605857678, -1.1970163946321537, 0.1521472915681034, -0.08183619697166457, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 899.1500244140625, -106.73359680175781, 257.2177429199219, 86.10618591308594, 3.0185006433430526, -1.4254272283633627, 0.14978162911218032, -0.09694124959115127, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 912.2109375, -67.61859893798828, 234.84329223632812, 95.98816680908203, 3.2274638612804245, -1.6071012070681348, 0.15986915567720617, -0.1088000188704146, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 913.5463256835938, -3.477208137512207, 216.67909240722656, 115.35588073730469, 3.2783892453625993, -1.761400616441264, 0.18954527138914612, -0.11319259279656807, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 914.6620483398438, 120.36454010009766, 177.85519409179688, 135.97108459472656, 3.572253167028919, -2.0542475542164818, 0.24644075806604102, -0.09513827068316949, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 880.4361572265625, 290.7962341308594, 137.59512329101562, 151.2973175048828, 3.948526936510158, -2.2283151620891806, 0.3271214212655085, -0.01815267638318875, 0.04466870036616091, 0.06945627304536996
'B0005_10', 41, '2008-04-18 20:55:29', 24, 802.9055786132812, 444.0232238769531, 103.27486419677734, 155.54823303222656, 4.359806340949755, -2.26712424791341, 0.37660662078606744, 0.17601483148250788, 0.04466870036616091, 0.06945627304536996
'B0005_10', 43, '2008-04-18 22:39:16', 24, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0, -0.5345201900083068, 0.05632237666187587, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 656.5957641601562, -14.04612922668457, 494.4481201171875, -104.09554290771484, 1.277304128433975, 0.24050154635582754, 0.09537663176546676, -0.28061929290054444, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 874.4190063476562, -57.327816009521484, 282.620849609375, -61.68228530883789, 2.995547358784893, 0.45093768208301543, 0.10137326753215296, 0.0350144122897117, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 814.8170166015625, -53.451045989990234, 341.20037841796875, -63.48954772949219, 2.3363443685002894, 0.2780841033834045, -0.0010774663107159454, -0.03736357174147781, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 836.776611328125, -54.195945739746094, 322.3845520019531, -55.869171142578125, 2.548189387648935, 0.2734910302463235, 0.11030001556262825, -0.09303127621075828, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 833.3516845703125, -60.296180725097656, 326.9088134765625, -51.311622619628906, 2.516148232946981, 0.21049132058306327, 0.21923973064304433, -0.013491652210690314, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 830.4823608398438, -61.829124450683594, 327.6267395019531, -47.89296340942383, 2.50881912375187, 0.1780247184118491, 0.251410802032574, 0.09570562322580135, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 829.5950317382812, -62.42755126953125, 330.1315612792969, -47.29240417480469, 2.4889349196589188, 0.1674488943182122, 0.2427038591511261, 0.17177045773313793, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 827.1345825195312, -65.09306335449219, 330.8034362792969, -44.564056396484375, 2.4818483649887777, 0.1375686046742506, 0.2299968469661499, 0.20644723242115978, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 827.3385009765625, -67.76726531982422, 332.6047058105469, -42.74882888793945, 2.472791102081961, 0.11407432822164727, 0.22695022664952708, 0.20834658146014923, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 826.7323608398438, -57.830833435058594, 333.0751953125, -38.51585388183594, 2.4691792693199384, 0.11190180185935869, 0.23201968683547533, 0.18670180587055268, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 828.1232299804688, -59.87620544433594, 332.9548034667969, -34.86887741088867, 2.4788406730912556, 0.07976513878243616, 0.23816699342993142, 0.149474830240905, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 825.29296875, -60.00238037109375, 335.3121032714844, -36.680423736572266, 2.451507006555518, 0.08923010869760914, 0.238903889469219, 0.10440183704036762, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 823.0698852539062, -60.21772766113281, 334.0892639160156, -37.512123107910156, 2.452936200608993, 0.09517551297294724, 0.23112203747898424, 0.0588767705896526, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 825.3839111328125, -61.56731033325195, 333.9457702636719, -34.690818786621094, 2.4641707430094812, 0.07161878514855743, 0.2154356421781066, 0.018774761825339534, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 822.3998413085938, -40.233612060546875, 339.16778564453125, -28.824905395507812, 2.417379388695917, 0.08682168935267291, 0.19492267889540923, -0.012558144258168669, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 822.4891967773438, -38.346458435058594, 339.0531311035156, -27.353836059570312, 2.419219877308427, 0.0820770638227602, 0.173382744852776, -0.03439998392573195, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 819.9761962890625, -40.95813751220703, 341.55206298828125, -28.948535919189453, 2.3937040220337433, 0.08296272346191998, 0.15401515382473405, -0.047915753168913, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 818.0731811523438, -39.007102966308594, 342.12054443359375, -29.093841552734375, 2.383641969984349, 0.08868861961241606, 0.13886030494541163, -0.05511342239591121, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 818.7913818359375, -38.6073112487793, 343.5538635253906, -28.452407836914062, 2.376306572979976, 0.08442441081453005, 0.1288548069515038, -0.0579659270004359, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 815.6448364257812, -40.775108337402344, 344.9306335449219, -28.339706420898438, 2.3584553535117836, 0.07555960953674924, 0.12415812718417191, -0.05789976345085504, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 816.6047973632812, 0.09140777587890625, 348.35577392578125, -10.722463607788086, 2.3419420921773764, 0.0723478653641248, 0.12446763319035796, -0.05562823110098097, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 815.320068359375, 0.57122802734375, 348.2427673339844, -11.516788482666016, 2.3386284860301934, 0.07898144691146557, 0.12919329336252475, -0.05122435938985611, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 812.9089965820312, -0.3219013214111328, 350.7144775390625, -12.183204650878906, 2.315103668280192, 0.07950478877548264, 0.13749896417352434, -0.04433968361441244, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 809.1651000976562, -1.2205753326416016, 352.8960266113281, -9.796324729919434, 2.2912581270954226, 0.06014613857874145, 0.14829301510175252, -0.03450438513926883, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 810.53173828125, -1.312520980834961, 354.064697265625, -10.371574401855469, 2.287365162782106, 0.06329650248174491, 0.16026528049320146, -0.021449837232803, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 810.0028686523438, -3.6617698669433594, 355.0002746582031, -7.333712577819824, 2.280936116252872, 0.03680549270167137, 0.17202995095672552, -0.0053799931568695196, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 807.0433349609375, -12.867570877075195, 355.8977966308594, -12.024757385253906, 2.2662611569688833, 0.040415169307775514, 0.18236434144676805, 0.01288660567317784, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 807.3912353515625, -12.054813385009766, 356.93182373046875, -12.053081512451172, 2.260594765215077, 0.042563645426640935, 0.19046459114358824, 0.0319517213331782, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 806.568115234375, -15.286247253417969, 356.8385314941406, -8.649587631225586, 2.2600272502483567, 0.011943935759171154, 0.19610856851300765, 0.050034211351997114, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 806.473388671875, -16.789583206176758, 358.580322265625, -9.14808464050293, 2.2488040625281056, 0.010549008026533913, 0.1996425487438635, 0.06525269963010139, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 806.7045288085938, -19.575927734375, 357.1153259277344, -5.013644218444824, 2.2592711002273242, -0.02309827007113665, 0.2017775623285617, 0.07589711174822976, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 807.0572509765625, -36.6253776550293, 358.4001159667969, -17.55093765258789, 2.251438313551383, 0.008062150892346074, 0.20325662872996322, 0.08062444261917336, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 808.473876953125, -39.822933197021484, 355.1442565917969, -13.46744441986084, 2.277443320416697, -0.02576866073451707, 0.20450250955118573, 0.07857684580214705, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 806.372802734375, -43.44185256958008, 352.9477844238281, -9.72610855102539, 2.2863357468906105, -0.06007886675318857, 0.20536759673041638, 0.06946906731596257, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 808.0121459960938, -49.38967514038086, 353.5510559082031, -5.713296890258789, 2.287078773299783, -0.1027373967355405, 0.2050911487312307, 0.05368995640016154, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 809.0892333984375, -57.495849609375, 354.1694641113281, 2.535743236541748, 2.2831898605554652, -0.17868686961710042, 0.2025280814310409, 0.03240160808883216, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 812.9130249023438, -70.75006103515625, 350.69183349609375, 18.22591781616211, 2.3013258373039416, -0.32134719388988453, 0.19663655218913784, 0.007533608517864562, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 820.9959716796875, -84.48262023925781, 340.0245361328125, 32.427146911621094, 2.369276565369486, -0.4744113508201286, 0.1870941029035533, -0.01846911394111863, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 838.4773559570312, -102.19966125488281, 324.0738830566406, 50.42943572998047, 2.4782202477814064, -0.7009972782206785, 0.1748010578890365, -0.04320228437867607, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 859.4273681640625, -114.51200103759766, 303.8562927246094, 65.06045532226562, 2.627260203450847, -0.9394004763392545, 0.16203648662479758, -0.06500384830535459, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 881.2133178710938, -119.0564193725586, 279.14678955078125, 76.19328308105469, 2.8295861440455616, -1.1988383530636075, 0.15225101275403002, -0.08340773920398992, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 901.4501342773438, -106.96993255615234, 255.92503356933594, 85.43521881103516, 3.043604362346519, -1.4340173452708347, 0.14983911946176245, -0.09885714579925711, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 912.408935546875, -66.66090393066406, 233.93295288085938, 94.04302978515625, 3.259048318334574, -1.595122351971976, 0.16040849764834325, -0.11117732230281373, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 915.69140625, -2.482121467590332, 213.33009338378906, 112.25720977783203, 3.3567572623724113, -1.7780066545070683, 0.1914941394482502, -0.1159883032017055, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 914.8114013671875, 118.9777603149414, 177.0512237548828, 134.04808044433594, 3.607695940186841, -2.0594432930818565, 0.2512383288091818, -0.09736301002137475, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 884.1901245117188, 288.4259033203125, 138.70819091796875, 149.4027557373047, 3.9877639268608593, -2.2158534009306243, 0.33577642756395976, -0.016200449628574604, 0.04668700162486933, 0.07627474098530587
'B0005_10', 43, '2008-04-18 22:39:16', 24, 806.7503662109375, 444.74169921875, 99.13324737548828, 151.76791381835938, 4.487804707334685, -2.3842965412236783, 0.38480642038784557, 0.1894301302979918, 0.04668700162486933, 0.07627474098530587
'B0005_10', 45, '2008-04-19 02:14:27', 24, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0, -0.44283635473246313, -0.10495959877020059, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 809.5048217773438, -31.641401290893555, 348.1719970703125, -87.20730590820312, 2.2091811230067155, 0.4624591697914871, 0.13062971443238697, -0.19970901994101872, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 828.99609375, -51.7890625, 329.8633117675781, -67.73021697998047, 2.442415806982666, 0.3444950863233261, 0.06049784769266486, 0.03412300145444934, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 824.448486328125, -54.39206314086914, 335.41455078125, -63.88411331176758, 2.40175809106863, 0.29528272600495176, 0.005625687860791667, -0.059025512450423756, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 827.2713623046875, -57.226478576660156, 331.5167541503906, -52.31869125366211, 2.461353385006479, 0.2158210960499223, 0.12502256070314502, -0.0896766905657323, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 825.4772338867188, -58.47343444824219, 333.7882080078125, -52.079925537109375, 2.4409660810882077, 0.20567502280318573, 0.21985886458469633, -0.004033949598105962, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 824.06494140625, -59.80728530883789, 333.86627197265625, -51.2154426574707, 2.4383491602293836, 0.19490991378461706, 0.24376080281413331, 0.09739510016167428, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 823.6744384765625, -64.73719787597656, 336.7854919433594, -46.60321044921875, 2.425843190385144, 0.14345891969263372, 0.234143242092628, 0.16462221156763163, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 820.7847900390625, -66.21654510498047, 340.0404357910156, -44.45928955078125, 2.398248827488979, 0.11883261423652514, 0.22285985465224634, 0.19346528046289804, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 820.9334716796875, -69.58590698242188, 338.177978515625, -41.61421203613281, 2.4162518303676843, 0.09156275980803488, 0.22056521917830324, 0.19249556024523734, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 820.5294189453125, -59.77030563354492, 341.6866149902344, -36.82612991333008, 2.3924716093873393, 0.08292734753018334, 0.22504706139509262, 0.1703130019589413, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 819.6846923828125, -59.25879669189453, 340.82257080078125, -39.165260314941406, 2.393393615672905, 0.10116433081601119, 0.2298127106776042, 0.13439453087419637, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 819.9415893554688, -63.71346664428711, 341.27459716796875, -32.7767333984375, 2.3983934267602702, 0.04365409969809933, 0.22925952756713527, 0.09195752176706941, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 819.1561279296875, -60.10587692260742, 340.3591003417969, -36.5865478515625, 2.398014785973391, 0.08117663304849657, 0.220964660317053, 0.04972035105091378, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 816.8767700195312, -61.91493225097656, 345.20751953125, -34.25965881347656, 2.360882255854344, 0.05494691529066493, 0.2057908001986513, 0.012844873063920409, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 819.2274780273438, -43.235042572021484, 344.0216979980469, -25.073707580566406, 2.377853383870652, 0.04763233813439465, 0.1866615016468897, -0.01586571527657904, 0.044843430573346096, 0.0679720560130687
'B0005_10', 45, '2008-04-19 02:14:27', 24, 818.4036254882812, -43.537208557128906, 343.6296081542969, -23.877300262451172, 2.3789621485473074, 0.03860547712403299, 0.16701126227554391, -0.035938476461758025, 0.044843430573346096, 0.0679720560130687
