Batt_name,cycle,dateTime,amb_temp,voltage_battery,current_battery,temp_battery,voltage_load,current_load,time,Capacity
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1717044898045335, -1.989164808739098, 10.327551166355974, 2.079, 1.999, 141.235, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.153440582669783, -1.9881402957236, 10.474470320506864, 2.065, 1.999, 150.61, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.136300383285499, -1.9880653549983036, 10.608787547507221, 2.053, 1.999, 159.953, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1202217854125247, -1.986930333293033, 10.7051598123015, 2.041, 1.999, 169.328, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1060760475375577, -1.9870301902753358, 10.831428437523948, 2.03, 1.999, 178.688, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0949508538295043, -1.9884450528387778, 10.923719600956895, 2.022, 1.999, 188.0, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.08678403965007, -1.9885994835027871, 11.03960538120978, 2.015, 1.999, 197.313, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0813090382881025, -1.985927876430622, 11.234325866834048, 2.012, 1.999, 206.672, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.078681770017342, -1.987845392617204, 11.237024066431296, 2.011, 1.999, 216.0, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0783162996152686, -1.987097525042469, 11.414662325607038, 2.014, 1.999, 225.328, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.079805912292345, -1.9890888711997308, 11.444891968678544, 2.016, 1.999, 234.641, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0827072025069073, -1.9878644102729526, 11.632193089825986, 2.019, 1.999, 243.953, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0865207187935333, -1.9890708657922034, 11.81514310610772, 2.023, 1.999, 253.281, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0909808915636012, -1.9888761850082979, 11.926067863313097, 2.028, 1.999, 262.656, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.095924096366039, -1.9875559380705743, 12.053691325547469, 2.034, 1.999, 272.0, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1010699917546796, -1.9862567000057991, 12.054126755915398, 2.039, 1.999, 281.375, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.106135317979607, -1.9882378470668298, 12.214553163769507, 2.045, 1.999, 290.703, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.111512536520693, -1.9861682286410387, 12.303357794052202, 2.051, 1.999, 300.125, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1162903623049254, -1.987141149185556, 12.434966636097903, 2.057, 1.999, 309.485, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.121493896998833, -1.9869400047778714, 12.584292320908192, 2.061, 1.999, 318.828, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1263275606083667, -1.9872943841844344, 12.664184012656966, 2.067, 1.999, 328.219, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1307100488907165, -1.989418098020813, 12.73835016707714, 2.072, 1.999, 337.531, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1352362625221772, -1.987150178084958, 12.84459624077021, 2.078, 1.999, 346.953, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1392247757979805, -1.9875223191004807, 12.96603765146154, 2.083, 1.999, 356.25, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1429637739576455, -1.9857638395298856, 12.970212546607781, 2.087, 1.999, 365.578, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.146332391831866, -1.9868295747030256, 13.00312763300954, 2.091, 1.999, 374.906, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.149499334868545, -1.987466012968637, 13.21206887694726, 2.095, 1.999, 384.266, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1524609979016733, -1.9871753295114445, 13.29734701424692, 2.097, 1.999, 393.61, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1550437409103447, -1.9867770110854135, 13.33784816295459, 2.101, 1.999, 403.031, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.157556426492424, -1.987066882730457, 13.452308876274511, 2.103, 1.999, 412.36, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.159378992837399, -1.989253820063021, 13.49875928987875, 2.105, 1.999, 421.75, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.161538835810816, -1.9875266493302692, 13.604682906290163, 2.108, 1.999, 431.078, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1629265889364335, -1.987093362909901, 13.678727762668872, 2.111, 1.999, 440.406, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1642538454801796, -1.987382573520226, 13.731704217034897, 2.113, 1.999, 449.828, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.165546255968417, -1.9875202072643827, 13.812403936288906, 2.114, 1.999, 459.141, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1665512034235745, -1.9868235268395718, 13.883101335622937, 2.114, 1.999, 468.516, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.167153786243504, -1.9892360403006581, 14.015840057530884, 2.116, 1.999, 477.875, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1675062760436914, -1.9882402990144816, 13.914172682336156, 2.117, 1.9992, 487.203, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.168046836001078, -1.987869459796437, 14.047535097839273, 2.117, 1.999, 496.547, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.167915676509138, -1.9872235938235854, 14.169297570516925, 2.118, 1.999, 505.906, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.167502273289584, -1.9878442597595793, 14.272361223658763, 2.117, 1.999, 515.25, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.167230960226014, -1.9880965382733806, 14.236302656039943, 2.118, 1.999, 524.594, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.166585912696726, -1.98802956910671, 14.20508926924982, 2.118, 1.999, 533.938, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1656106201168153, -1.9862568661121238, 14.281547277991605, 2.116, 1.999, 543.25, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.164741430269243, -1.9869893222130273, 14.341826639480216, 2.115, 1.999, 552.594, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.163338700904525, -1.9876458382690128, 14.19476349707497, 2.114, 1.999, 561.953, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1614713396000447, -1.9884172723398748, 13.605557598362994, 2.113, 1.999, 571.281, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1593466598420683, -1.9872543401589937, 13.453697626186896, 2.111, 1.999, 580.625, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1566803803485026, -1.9874613185621548, 13.461340789270375, 2.108, 1.9992, 589.969, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1536573043673424, -1.9868827891370568, 13.481579354276716, 2.105, 1.999, 599.266, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.150111742360243, -1.9869460158219898, 13.305450150664093, 2.101, 1.999, 608.656, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.146530147545276, -1.9880687473610867, 13.108079433310037, 2.098, 1.999, 618.031, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1425189607015613, -1.9861494603928955, 13.07860379051739, 2.093, 1.9992, 627.391, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1381137352445827, -1.9892782426862623, 12.981904266556864, 2.089, 1.999, 636.813, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.133897231628287, -1.9870258919612813, 13.044156993795193, 2.085, 1.999, 646.219, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.129193941540776, -1.9846642814357687, 12.924713557175863, 2.08, 1.999, 655.625, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.1244752405187537, -1.988853077990598, 13.08957082198884, 2.074, 1.999, 665.0, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.119444394076794, -1.9879070747473682, 12.76482590305284, 2.07, 1.999, 674.344, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.114197389753823, -1.9871347874900378, 12.907696686294294, 2.065, 1.999, 683.719, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.108746776811855, -1.986083920165165, 12.934945378735716, 2.059, 1.999, 693.047, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.103236474607023, -1.987884734332299, 13.056920428002062, 2.054, 1.999, 702.391, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.097590412834417, -1.9876351093098248, 12.914484523264564, 2.049, 1.999, 711.781, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.091607505770791, -1.9861646292206327, 12.760722999036158, 2.043, 1.999, 721.11, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.085863715179662, -1.9875017210363626, 12.844176409365724, 2.038, 1.999, 730.485, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0799459636877025, -1.9868177484561467, 12.876318956189174, 2.033, 1.999, 739.875, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0738847895793593, -1.9874825446788824, 12.920712795342581, 2.026, 1.999, 749.203, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.068233772355713, -1.987642549042009, 13.473455637592986, 2.02, 1.999, 758.547, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0625925694319402, -1.9862294580003443, 13.66254293120266, 2.014, 1.999, 767.828, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.05703357594268, -1.9876845209235603, 13.631291745249468, 2.008, 1.9992, 777.172, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.051630581256934, -1.9871232028396097, 13.717107962568544, 2.003, 1.9992, 786.516, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.04625470888918, -1.9881197705209515, 13.947805701681464, 1.998, 1.999, 795.906, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0408038179640924, -1.9863936991520919, 14.024193311235981, 1.992, 1.999, 805.266, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.035172274364201, -1.9877300165030143, 14.165801016121401, 1.986, 1.999, 814.656, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.029773015796133, -1.9859075957387549, 14.224852063189164, 1.981, 1.999, 824.0, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.024199199502136, -1.9896780878871418, 14.257229679649877, 1.976, 1.999, 833.313, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0188256981630377, -1.9868506694287293, 14.271819189498597, 1.97, 1.999, 842.735, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.013082395978351, -1.987070834120976, 14.364808810825664, 1.964, 1.999, 852.078, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.007430832010887, -1.9869736456949245, 14.475524724367528, 1.958, 1.9992, 861.406, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.0020468786880783, -1.9851395723294225, 14.58487131662102, 1.953, 1.999, 870.75, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.996427436239074, -1.9869022380941848, 14.569666576262618, 1.947, 1.999, 880.094, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.9905240739462897, -1.9865710397919385, 14.781486482565308, 1.941, 1.999, 889.578, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.98476822469827, -1.988124597276658, 14.749504787417745, 1.934, 1.999, 898.953, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.978788973730603, -1.9870786348579814, 14.880372348340241, 1.928, 1.999, 908.313, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.972837651002309, -1.9872240333536082, 14.949739757934797, 1.923, 1.9992, 917.672, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.9665956846214177, -1.986881886881465, 15.042159793507183, 1.916, 1.999, 927.016, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.959824893292586, -1.9866896973185102, 15.150158663268035, 1.91, 1.999, 936.422, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.953492730686619, -1.9867360910859668, 15.166961055616461, 1.904, 1.999, 945.797, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.9466495057551563, -1.9862369996938687, 15.065467391982008, 1.896, 1.999, 955.172, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.939547403144492, -1.986661484033326, 15.329894079588748, 1.89, 1.999, 964.547, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.932581881534922, -1.987270541764052, 15.349041748870217, 1.884, 1.999, 973.922, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.9252639890364316, -1.9872927423221571, 15.472914127664637, 1.876, 1.9992, 983.281, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.9178046967990205, -1.9875590943014125, 15.49797861228883, 1.869, 1.999, 992.625, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.910387426929856, -1.9879143459052788, 15.682487033795722, 1.862, 1.999, 1002.0, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.9019899393918718, -1.9857656668942079, 15.57221531312616, 1.853, 1.999, 1011.469, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.893804862752936, -1.9863360761247566, 15.809696892642867, 1.845, 1.999, 1020.828, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.8854982316723423, -1.9862665003203308, 15.87492311009032, 1.836, 1.999, 1030.172, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.8767821318135147, -1.9867436160204646, 15.880705248328887, 1.828, 1.9992, 1039.516, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.8675932054289666, -1.9849018342629992, 15.795053923425726, 1.819, 1.999, 1048.891, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.8581984859343716, -1.9854002468250302, 16.08071884412861, 1.809, 1.9992, 1058.25, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.848168814561773, -1.9855343026877246, 16.131986185072495, 1.799, 1.999, 1067.61, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.838200918100912, -1.987144761382306, 16.038234515157402, 1.788, 1.999, 1076.953, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.827298374632264, -1.9846749404937212, 16.155165304166736, 1.778, 1.999, 1086.313, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.8162913700347834, -1.986408500830055, 16.250486032407366, 1.766, 1.9992, 1095.641, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.804721826262737, -1.9863185739423992, 16.234390906952232, 1.755, 1.999, 1105.063, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.792441275984865, -1.9865717131691876, 16.39355717387034, 1.743, 1.999, 1114.406, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.7797908488446117, -1.985885494575968, 16.53880158426451, 1.73, 1.999, 1123.781, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.7661195311408435, -1.9854237930011387, 16.62412434914496, 1.716, 1.999, 1133.172, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.7523047187783467, -1.9852321748555468, 16.508516451465074, 1.703, 1.999, 1142.531, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.737458291735884, -1.9871875768620466, 16.674837432249014, 1.688, 1.999, 1151.891, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.7218251974164307, -1.9879758723813106, 16.919746841252937, 1.672, 1.999, 1161.235, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.7051146796296814, -1.9871087947495134, 16.97009003465534, 1.656, 1.999, 1170.641, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.6871173943167372, -1.9858602481743446, 16.799159880226227, 1.639, 1.999, 1180.016, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.667773733169732, -1.986008246233396, 17.108797562439992, 1.619, 1.999, 1189.391, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.647005409510522, -1.9847158173809012, 17.03525676407168, 1.598, 1.999, 1198.703, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.6244162654837173, -1.9846265242614882, 17.27739086629272, 1.576, 1.999, 1208.094, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.59940310326368, -1.9854105700304296, 17.36962484083852, 1.552, 1.9992, 1217.453, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.5721073475732488, -1.9845985824455934, 17.590147578928185, 1.525, 1.999, 1226.75, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.5417540533445147, -1.984549309266733, 17.657849851185613, 1.496, 1.999, 1236.094, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.507667143412682, -1.984763490637929, 17.75426182051754, 1.462, 1.999, 1245.453, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 2.469359676853076, -1.984180347502595, 17.806067196021374, 1.425, 1.999, 1254.797, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.170764170422307, 0.0007277870836048991, 17.933039751399626, 0.001, 0.0002, 1264.25, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.242553142574071, -0.0010524955052318384, 17.65104338508986, 0.001, 0.0002, 1273.735, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.282722262117544, -0.0003081436846095099, 17.423799372843444, 0.001, 0.0002, 1283.172, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.3113842557889694, -0.001657468109239962, 17.63868762759202, 0.001, 0.0002, 1292.656, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.3335956017162958, -0.0004225449328846454, 17.399481742318414, 0.001, 0.0002, 1302.156, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.351558922702091, -0.001230043099575652, 17.066739550067126, 0.001, 0.0002, 1311.672, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.3665842004945667, -0.0028527268152532953, 16.83584882456354, 0.001, 0.0002, 1321.125, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.3795521862830817, -0.002571900442326225, 16.87139993923725, 0.001, 0.0002, 1330.625, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.3910451370182915, -0.002867746179253649, 16.76444973899992, 0.001, 0.0002, 1340.172, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4008699501085937, -0.0021802547604423818, 16.534232479432863, 0.001, 0.0002, 1349.703, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4096811080368754, -0.0037071800137564283, 16.369036043337232, 0.001, 0.0002, 1359.235, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4175574389078105, -0.0022047662371304034, 16.025913802611775, 0.001, 0.0002, 1368.703, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.42456351386444, -0.0019566457617313385, 15.945116736009805, 0.001, 0.0002, 1378.266, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.43117626974531, -0.0036986291682629233, 15.570774461583264, 0.001, 0.0002, 1387.719, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4367945254988634, -0.000944674465872023, 15.431447358611683, 0.001, 0.0002, 1397.281, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.442193542520252, -0.0028969942039708462, 15.486122680922275, 0.001, 0.0002, 1406.828, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4471519606894114, -0.0030938020764390557, 15.238079896914499, 0.001, 0.0002, 1416.25, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4514904878689983, -0.001537247390013125, 15.110221870644345, 0.001, 0.0002, 1425.766, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4561499753399705, -0.00023089592577705338, 15.01417236963832, 0.001, 0.0002, 1435.344, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.459603318180844, -0.004256536685026873, 14.77055731231703, 0.001, 0.0, 1444.844, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.46294639016489, -0.0017008465053062272, 14.539194806041056, 0.001, 0.0002, 1454.391, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.466333635316211, -0.0020417564023195315, 14.402609146268412, 0.001, 0.0002, 1463.844, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.469450158640162, -0.0013680371988907256, 14.338147114324387, 0.001, 0.0002, 1473.328, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4722804645953644, -0.0011689293232817826, 14.094573483398895, 0.001, 0.0002, 1482.797, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.47494858540942, -0.002521877142589597, 13.779435367498843, 0.001, 0.0002, 1492.25, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.477609299948893, -0.0007049744179888481, 13.277558708926346, 0.001, 0.0002, 1501.828, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.479948248235891, -0.001876561021362237, 12.676795520600754, 0.001, 0.0002, 1511.36, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.482236851241556, -0.0008538329845656273, 12.318973012418162, 0.001, 0.0002, 1520.828, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4842311931966896, -0.0014728865594852536, 12.14430473692, 0.001, 0.0002, 1530.313, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4862252138195204, -0.0035688084273968346, 11.819109119557952, 0.001, 0.0002, 1539.875, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4882002023028362, -0.0032974141981038825, 11.616925216149921, 0.001, 0.0002, 1549.391, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4901118812920235, -0.0009344125701831367, 11.326039020841058, 0.001, 0.0002, 1558.86, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4918564772261234, -0.002583831499219998, 11.203794066561008, 0.001, 0.0002, 1568.344, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.493171369969905, -0.00168792413608316, 10.946355858800194, 0.0, 0.0002, 1578.016, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4949875408669926, -0.000901609635628882, 10.747502931921584, 0.0, 0.0002, 1587.61, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4964769711276955, -0.001925504937649157, 10.486749553230048, 0.0, 0.0002, 1597.25, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.4979864337197255, -0.002207085458819832, 10.376157120195272, 0.0, 0.0002, 1606.906, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.499274864245006, 0.0006955273741152719, 10.130056581488363, 0.0, 0.0002, 1616.625, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.5005248811762075, 0.0010751785777228058, 9.978427084409475, 0.0, 0.0002, 1626.219, '0.64347356'
'B0051_2', 1, '2010-08-23 17:51:09', 4, 3.5017162907666965, -0.0017822628099488933, 9.847580109880354, 0.0, 0.0002, 1635.797, '0.64347356'
